"Категория";"URL категории";"Товар";"Вариант";"Описание";"Цена";"URL";"Изображение";"Артикул";"Количество";"Активность";"Заголовок [SEO]";"Ключевые слова [SEO]";"Описание [SEO]";"Старая цена";"Рекомендуемый";"Новый";"Сортировка";"Вес";"Связанные артикулы";"Смежные категории";"Ссылка на товар";"Валюта";"Свойства"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75*2.5-B4-CR";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"32.97";;"35_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 100*75*2.5-B4-CR][title=KEDR 100*75*2.5-B4-CR]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75*2.5-B4-G";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"32.97";;"36_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 100*75*2.5-B4-G][title=KEDR 100*75*2.5-B4-G]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75*2.5-B4-S";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"32.97";;"37_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 100*75*2.5-B4-S][title=KEDR 100*75*2.5-B4-S]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75*2.5-B4-Graffit";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"32.97";;"38_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 100*75*2.5-B4-Graffit][title=KEDR 100*75*2.5-B4-Graffit]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 75*62-B2-CR";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"20.48";;"39_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 75*62-B2-CR][title=KEDR 75*62-B2-CR]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 75*62-B2-G";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"20.48";;"40_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 75*62-B2-G][title=KEDR 75*62-B2-G]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR FLUSH 100*63*2.0mm-AB (узкая)";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"26.03";;"41_kedr-flush-100.jpg[:param:][alt=KEDR FLUSH 100*63*2.0mm-AB (узкая)][title=KEDR FLUSH 100*63*2.0mm-AB (узкая)]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR FLUSH 100*63*2.0mm-PB (узкая)";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"24.29";;"42_kedr-flush-100.jpg[:param:][alt=KEDR FLUSH 100*63*2.0mm-PB (узкая)][title=KEDR FLUSH 100*63*2.0mm-PB (узкая)]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR FLUSH 100*63*2.0mm-SN (узкая)";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"26.03";;"43_kedr-flush-100.jpg[:param:][alt=KEDR FLUSH 100*63*2.0mm-SN (узкая)][title=KEDR FLUSH 100*63*2.0mm-SN (узкая)]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR FLUSH 100*75*2.5mm-AB";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"29.50";;"45_kedr-flush-100.jpg[:param:][alt=KEDR FLUSH 100*75*2.5mm-AB][title=KEDR FLUSH 100*75*2.5mm-AB]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR FLUSH 100*75*2.5mm-PB";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"29.50";;"46_kedr-flush-100.jpg[:param:][alt=KEDR FLUSH 100*75*2.5mm-PB][title=KEDR FLUSH 100*75*2.5mm-PB]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR FLUSH 100*75*2.5mm-SN";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"29.50";;"47_kedr-flush-100.jpg[:param:][alt=KEDR FLUSH 100*75*2.5mm-SN][title=KEDR FLUSH 100*75*2.5mm-SN]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR Петля ввертная D14*80";;"<div>Петли ввертные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Четырёхштыревые изделия имеют по два стержня в каждой части навеса: один для центрирования, второй – для регулировки положения по горизонтали.</div><div>Это петли из 2 частей (рамной и створчатой) с резьбовыми штырями. Створчатая часть петли закручивается в полотно двери. Рамная часть петли закручивается в дверную коробку. После этого створчатая часть надевается и опирается на рамную часть.</div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: штыревая</div>";"34.71";;"49_kedr-petlia-D-14-80.jpg[:param:][alt=KEDR Петля ввертная D14*80][title=KEDR Петля ввертная D14*80]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR Петля приварная 20*142 (шт.) (нерегулируемая)";;"<div>Петли точеные предназначены для установки на металлические двери, калитки, решетки.</div><div></div><div>Петля каплевидной формы (""капля"")  с опорным подшипником облегчает процесс монтажа - форма петли (капля) позволяет улучшить сопряжение элементов конструкции и усилить прочность сварного шва.</div><div></div><div>Фиксация петель происходит при помощи сварки.</div><p>Материал петли - сталь</p><div>Производитель - ТМ KEDR</div><div>Длина петли - 142 мм</div><div>Диаметр - 20 мм</div><div>Подшипник - да</div><div>Регулировка - нет</div>";"39.91";;"56_kedr-petlia-privar-20-142.jpg[:param:][alt=KEDR Петля приварная 20*142 (шт.) (нерегулируемая)][title=KEDR Петля приварная 20*142 (шт.) (нерегулируемая)]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR Петля приварная 20*142R (шт.) (регулируемая)";;"<div>Петли точеные предназначены для установки на металлические двери, калитки, решетки.</div><div></div><div>Петля каплевидной формы (""капля"")  с опорным подшипником облегчает процесс монтажа - форма петли (капля) позволяет улучшить сопряжение элементов конструкции и усилить прочность сварного шва.</div><div></div><div>Фиксация петель происходит при помощи сварки.</div><p>Материал петли - сталь</p><div>Производитель - ТМ KEDR</div><div>Длина петли - 142 мм</div><div>Диаметр - 20 мм</div><div>Подшипник - да</div><div>Регулировка - да</div>";"34.71";;"57_kedr-petlia-privar-20-142.jpg[:param:][alt=KEDR Петля приварная 20*142R (шт.) (регулируемая)][title=KEDR Петля приварная 20*142R (шт.) (регулируемая)]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Раздвижные системы";"door-furniture/kedr/KEDR-razdvijnye-sistemy";"KEDR ESW033-100  (100kg)";;"<p>Развижная система KEDR устанавливается на межкомнатные двери-купе с максимальным весом 100 кг. Ролики изготовлены из износостойкого пластика.</p><p>Диаметр ролика: 22 мм</p><p>Максимальный вес двери: 100 кг</p><p>В комплект входят роликовые механизмы с креплениями.</p>";"190.88";;"58_kedr-ESW033-100.jpg[:param:][alt=KEDR ESW033-100  (100kg)][title=KEDR ESW033-100  (100kg)]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Раздвижные системы&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Раздвижные системы";"door-furniture/kedr/KEDR-razdvijnye-sistemy";"KEDR ESW338-40  (40kg)";;"<p>Развижная система KEDR устанавливается на межкомнатные двери-купе с максимальным весом 40 кг. Ролики изготовлены из износостойкого пластика.</p><p>Максимальный вес двери: 40 кг</p><p>В комплект входят роликовые механизмы с креплениями.</p>";"149.24";;"59_kedr-ESW338-40.jpg[:param:][alt=KEDR ESW338-40  (40kg)][title=KEDR ESW338-40  (40kg)]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Раздвижные системы&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Раздвижные системы";"door-furniture/kedr/KEDR-razdvijnye-sistemy";"KEDR рейка 2М  (100kg)";;"<p>Профиль KEDR рейка 2М – это толстостенная алюминиевая направляющая, по которой движутся ролики, она крепится к стене или к потолку над проёмом.</p>";"218.65";;"60_kedr-reyka-2M-100.jpg[:param:][alt=KEDR рейка 2М  (100kg)][title=KEDR рейка 2М  (100kg)]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Раздвижные системы&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Раздвижные системы";"door-furniture/kedr/KEDR-razdvijnye-sistemy";"KEDR рейка 2М  (40-80kg)";;"<p>Профиль KEDR рейка 2М – это толстостенная алюминиевая направляющая, по которой движутся ролики, она крепится к стене или к потолку над проёмом.</p>";"194.35";;"61_kedr-reyka-2M-100.jpg[:param:][alt=KEDR рейка 2М  (40-80kg)][title=KEDR рейка 2М  (40-80kg)]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Раздвижные системы&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Раздвижные системы";"door-furniture/kedr/KEDR-razdvijnye-sistemy";"KEDR Ручка на раздвижные двери AB";;"<p>Комплект 2 шт.</p><p>Материал: ручка – алюминий, основание – ЦАМ.</p><p>Покрытие: гальваническое.</p><p>Назначение: для монтажа на межкомнатные двери из дерева или МДФ.</p><p>Купить ручки Кедр на раздвижные двери – правильный выбор, если вы цените качесьво, надежность и долговечность не меньше, чем привлекательный дизайн.</p><p>Для изготовления дверных ручек КЕДР применяется материал ZAMAK – сплав алюминия, меди и магния.</p><p>Дверные ручки КЕДР протестированы в лабораториях :</p><p>- гальваническое покрытие прошло тест на устойчивость к коррозии в соляном тумане — более 72 часов</p><p>- основа ZAMAK – дает необычную конфигурацию ручки и гарантирует ее прочность</p><p>- слой меди — гарантирует адезию между конструкционным материалом ручки и выравнивающим слоем.</p>";"90.24";;"62_kedr-ruchka-na-razdvizh.jpg[:param:][alt=KEDR Ручка на раздвижные двери AB][title=KEDR Ручка на раздвижные двери AB]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Раздвижные системы&Страна-производитель товара=Фабричный Китай&Цвет покрытия= стара бронза&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Раздвижные системы";"door-furniture/kedr/KEDR-razdvijnye-sistemy";"KEDR Ручка на раздвижные двери GP";;"<p>Комплект 2 шт.</p><p>Материал: ручка – алюминий, основание – ЦАМ.</p><p>Покрытие: гальваническое.</p><p>Назначение: для монтажа на межкомнатные двери из дерева или МДФ.</p><p>Купить ручки Кедр на раздвижные двери – правильный выбор, если вы цените качесьво, надежность и долговечность не меньше, чем привлекательный дизайн.</p><p>Для изготовления дверных ручек КЕДР применяется материал ZAMAK – сплав алюминия, меди и магния.</p><p>Дверные ручки КЕДР протестированы в лабораториях :</p><p>- гальваническое покрытие прошло тест на устойчивость к коррозии в соляном тумане — более 72 часов</p><p>- основа ZAMAK – дает необычную конфигурацию ручки и гарантирует ее прочность</p><p>- слой меди — гарантирует адезию между конструкционным материалом ручки и выравнивающим слоем.</p>";"90.24";;"63_kedr-ruchka-na-razdvizh.jpg[:param:][alt=KEDR Ручка на раздвижные двери GP][title=KEDR Ручка на раздвижные двери GP]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Раздвижные системы&Страна-производитель товара=Фабричный Китай&Цвет покрытия= золото&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Раздвижные системы";"door-furniture/kedr/KEDR-razdvijnye-sistemy";"KEDR Ручка на раздвижные двери SN";;"<p>Комплект 2 шт.</p><p>Материал: ручка – алюминий, основание – ЦАМ.</p><p>Покрытие: гальваническое.</p><p>Назначение: для монтажа на межкомнатные двери из дерева или МДФ.</p><p>Купить ручки Кедр на раздвижные двери – правильный выбор, если вы цените качесьво, надежность и долговечность не меньше, чем привлекательный дизайн.</p><p>Для изготовления дверных ручек КЕДР применяется материал ZAMAK – сплав алюминия, меди и магния.</p><p>Дверные ручки КЕДР протестированы в лабораториях :</p><p>- гальваническое покрытие прошло тест на устойчивость к коррозии в соляном тумане — более 72 часов</p><p>- основа ZAMAK – дает необычную конфигурацию ручки и гарантирует ее прочность</p><p>- слой меди — гарантирует адезию между конструкционным материалом ручки и выравнивающим слоем.</p>";"90.24";;"64_kedr-ruchka-na-razdvizh.jpg[:param:][alt=KEDR Ручка на раздвижные двери SN][title=KEDR Ручка на раздвижные двери SN]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Раздвижные системы&Страна-производитель товара=Фабричный Китай&Цвет покрытия= матовий никель&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Ручки на планке";"door-furniture/kedr/KEDR-ruchki-na-planke";"KEDR (ALU) 42-323-G-L AL";;"<div>Ручка на планке KEDR (ALU) 42-323-G-L AL предназначена для установки на наружных, бронированных и межкомнатных дверях.</div><div></div><div>Способ установки ручки: стяжки</div><div>Тип планки: под сувальдный ключ</div><div>Сторона открывания: левая</div><div>Межосевое расстояние: 42 мм</div><div>Дополнительное запирание изнутри: да</div><div>Материал: алюминий</div><div>Покрытие: гальваника</div><div>Ручка на планке KEDR (ALU) 42-323-G-L AL придаст вашим дверям завершенный и более эстетический вид, дополнит композицию не только межкомнатных дверей, но и всего интерьера помещения.</div>";"173.53";;"76_kedr-42-323-cink.jpg[:param:][alt=KEDR (ALU) 42-323-G-L AL][title=KEDR (ALU) 42-323-G-L AL]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Ручки на планке&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Ручки на планке";"door-furniture/kedr/KEDR-ruchki-na-planke";"KEDR 62.323 WC SN/CP";;"<div>Ручка на планке KEDR 62.323 WC предназначена для установки на наружных, бронированных и межкомнатных дверях.</div><div></div><div>Способ установки ручки: стяжки</div><div>Тип планки: под поворотник</div><div>Сторона открывания: универсальная</div><div>Межосевое расстояние: 62 мм</div><div>Дополнительное запирание изнутри: да</div><div>Материал: алюминий</div><div>Покрытие: гальваника</div><div>Ручка на планке KEDR 62.323 WC придаст вашим дверям завершенный и более эстетический вид, дополнит композицию не только межкомнатных дверей, но и всего интерьера помещения.</div>";"149.24";;"89_kedr-62-323-wc.jpg[:param:][alt=KEDR 62.323 WC SN/CP][title=KEDR 62.323 WC SN/CP]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Ручки на планке&Страна-производитель товара=Фабричный Китай&Цвет покрытия= матовий никель&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Ручки на планке";"door-furniture/kedr/KEDR-ruchki-na-planke";"KEDR 62.326 WC AB";;"<div>Ручка на планке KEDR 62.326 WC предназначена для установки на наружных, бронированных и межкомнатных дверях.</div><div></div><div>Способ установки ручки: стяжки</div><div>Тип планки: под поворотник</div><div>Сторона открывания: универсальная</div><div>Межосевое расстояние: 62 мм</div><div>Дополнительное запирание изнутри: да</div><div>Материал: алюминий</div><div>Покрытие: гальваника</div><div>Ручка на планке KEDR 62.326 WC придаст вашим дверям завершенный и более эстетический вид, дополнит композицию не только межкомнатных дверей, но и всего интерьера помещения.</div>";"149.24";;"90_kedr-62-326-WC.jpg[:param:][alt=KEDR 62.326 WC AB][title=KEDR 62.326 WC AB]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Ручки на планке&Страна-производитель товара=Фабричный Китай&Цвет покрытия= стара бронза&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Ручки на планке";"door-furniture/kedr/KEDR-ruchki-na-planke";"KEDR 62.363 WC AB";;"<div>Ручка на планке KEDR 62.363 WC предназначена для установки на наружных, бронированных и межкомнатных дверях.</div><div></div><div>материал планки алюминий</div><div>материал ручки алюминий</div><div>планка ширина mm 45</div><div>планка высота mm 180</div><div>межосевое расстояние мм 62</div><div></div><div>Ручка на планке KEDR 62.363 WC придаст вашим дверям завершенный и более эстетический вид, дополнит композицию не только межкомнатных дверей, но и всего интерьера помещения.</div>";"156.18";;"93_kedr-62-363-wc-ab.jpg[:param:][alt=KEDR 62.363 WC AB][title=KEDR 62.363 WC AB]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Ручки на планке&Страна-производитель товара=Фабричный Китай&Цвет покрытия= стара бронза&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
